sold_to_name,product_line,quantity,gross_profit,territory,date
Andy's Produce - Sebastopol,DCD,10.0,14.0,SN,2017-05-01
Alcos Colonial Liquor #2,PF,48.0,32.21,MR,2017-05-01
The Bait Shop Market & Deli,PF,105.0,63.34,MR,2017-05-01
Cal Mart -San Francisco,DCD,6.0,9.67,SF,2017-05-01
Oliver's-Stony Point Rd.,DCD,32.0,20.8,SN,2017-05-01
Lagunitas Grocery,PF,36.0,21.64,MR,2017-05-01
Central Deli/Hse of Bagels,DCD,168.0,31.92,MR,2017-05-01
Mollie Stone-San Francisco,DCD,170.0,56.7,SF,2017-05-01
The Tides Bait & Tackle,PF,130.0,84.61,MN,2017-05-01
Mollie Stone #4-Greenbrae,PF,2.0,379.872,MR,2017-05-01
Falletti Foods - SF,DCD,1065.0,833.75,SF,2017-05-01
Cal Mart -San Francisco,DCD,64.0,41.6,SF,2017-05-01
Oliver's-Stony Point Rd.,DCD,1300.0,805.61,SN,2017-05-01
Surf Super,DCD,903.0,642.8,MN,2017-05-01
Chevron - Strawberry,DCD,110.0,51.56,MR,2017-05-01
Diekmans Bay Store - Bodega,DCD,109.0,85.14,MN,2017-05-01
Farmer Joe's - Fruitvale Ave.,DCD,1855.0,2395.09,EB,2017-05-01
Sunshine - Haight St.,DCD,202.0,120.04,SF,2017-05-01
The Bait Shop Market & Deli,DCD,353.0,172.08,MR,2017-05-01
Chevron - Strawberry,PF,16.0,11.46,MR,2017-05-01
Glen Ellen Village/Nugget #18,PF,3.0,67.662,SN,2017-05-01
Smart & Final - San Rafael,PF,5.0,598.836,MR,2017-05-01
"Seven Eleven-Miller Ave,M.V.",PF,46.0,31.02,MR,2017-05-01
Fircrest Market,DCD,32.0,20.8,SN,2017-05-01
Jump Start Market,DCD,20.0,21.11,SF,2017-05-01
Petaluma Market,DCD,36.0,62.77,SN,2017-05-01
Mollie Stone #1-Sausalito,PF,4.0,232.308,MR,2017-05-01
"Safeway #2455-Center Blvd, SA",PF,5.0,498.212,MR,2017-05-01
Diekmans Bay Store - Bodega,DCD,8.0,5.2,MN,2017-05-01
Berkeley Bowl West,DCD,965.0,1690.24,EB,2017-05-01
Circle K - 76 Stn (Ignacio),PF,58.0,37.17,MR,2017-05-01
Cal Mart -San Francisco,DCD,9.0,15.09,SF,2017-05-01
Park Presidio Liquors,DCD,12.0,6.99,SF,2017-05-01
Safeway #2718-Strawberry,PF,5.0,1543.8360000000002,MR,2017-05-01
Richmond Market,DCD,19.0,26.58,SF,2017-05-01
Balboa Bi Rite,DCD,244.0,107.31,SF,2017-05-01
Park Presidio Liquors,DCD,188.0,74.06,SF,2017-05-01
Mollie Stone-San Francisco,DCD,6.0,9.67,SF,2017-05-01
Fircrest Market,DCD,12.0,13.56,SN,2017-05-01
Jump Start Market,DCD,16.0,25.6,SF,2017-05-01
Gualala Super Market,PF,348.0,194.19,MN,2017-05-01
"CVS #9656 - 4th St.,S.Rosa",PF,1.0,53.84,SN,2017-05-01
Perry's-San Rafael,DCD,495.0,188.83,MR,2017-05-01
Draeger's-Danville,DCD,108.0,130.0,EB,2017-05-01
Diablo Foods-Lafeyette,DCD,104.0,67.6,EB,2017-05-01
Broadway Mkt.,PF,154.0,93.64,SN,2017-05-01
United Liquors-San Rafael,PF,78.0,47.77,MR,2017-05-01
Safeway #2828-Ignacio,PF,6.0,1527.182,MR,2017-05-01
Cal Mart -San Francisco,DCD,1911.0,1432.01,SF,2017-05-01
"Lucky - Grant Ave, Novato",PF,6.0,507.422,MR,2017-05-01
3rd Ave Food Market,DCD,98.0,39.4,SF,2017-05-01
Oliver's Market-Montecito Blvd,DCD,912.0,387.39,SN,2017-05-01
United Liquors-San Rafael,DCD,365.0,143.95,MR,2017-05-01
Zee's Deli Wine & Spirits,DCD,49.0,33.55,MR,2017-05-01
Diekmans Bay Store - Bodega,PF,134.0,79.68,MN,2017-05-01
"Safeway #653-B St., San Rafael",PF,4.0,484.766,MR,2017-05-01
United Market - San Anselmo,PF,8.0,696.3180000000001,MR,2017-05-01
Lagunitas Grocery,DCD,409.0,137.48,MR,2017-05-01
Oliver's Market-Cotati,PF,8.0,658.748,SN,2017-05-01
CVS #9946 - Stony Point,PF,0.0,48.766000000000005,SN,2017-05-01
Diekmans Bay Store - Bodega,DCD,78.0,57.51,MN,2017-05-01
Woodlands Meat #2 Tiburon,DCD,10.0,13.01,MR,2017-05-01
Fircrest Market,DCD,27.0,47.67,SN,2017-05-01
Bolinas Ave Market,PF,66.0,38.6,MR,2017-05-01
CVS #9928 - Rohnert Park,PF,1.0,67.58800000000001,SN,2017-05-01
Zee's Deli Wine & Spirits,PF,21.0,11.32,MR,2017-05-01
Seven Eleven-Sausalito,DCD,116.0,42.64,MR,2017-05-01
Richmond Market,DCD,20.0,9.47,SF,2017-05-01
Bolinas Ave Market,DCD,311.0,142.04,MR,2017-05-01
Marina Meats,DCD,45.0,42.75,SF,2017-05-01
Target-San Rafael,PF,7.0,1060.952,MR,2017-05-01
Draeger's-Danville,DCD,36.0,22.66,EB,2017-05-01
Cal Mart -San Francisco,DCD,150.0,130.98,SF,2017-05-01
Marin Beverage Outlet,DCD,57.0,52.58,MR,2017-05-01
Rocky's Meat & Deli,DCD,18.0,13.32,MR,2017-05-01
Scotty's Market,PF,4.0,128.108,MR,2017-05-01
Mill Valley Market,DCD,24.0,15.6,MR,2017-05-01
Target-Santa Rosa,PF,5.0,1297.786,SN,2017-05-01
Encinal Market,DCD,8.0,5.2,EB,2017-05-01
Nugget - #14 Tiburon,DCD,162.0,60.34,MR,2017-05-01
Woodlands #2 - Tiburon,DCD,42.0,21.57,MR,2017-05-01
Guigni's Deli,DCD,16.0,10.4,NP,2017-05-01
Safeway #918-Rohnert Park,PF,12.0,1218.6760000000002,SN,2017-05-01
Big John's Market,DCD,192.0,135.4,SN,2017-05-01
Mollie Stone-San Francisco,DCD,441.0,520.81,SF,2017-05-01
Coastside Market,DCD,8.0,5.2,PN,2017-05-01
Rancho Mendoza - Sebastopol Rd,PF,162.0,64.74,SN,2017-05-01
Tim's,DCD,44.0,27.71,SF,2017-05-01
Monterey Foods Market,DCD,28.0,15.33,EB,2017-05-01
Woodlands #2 - Tiburon,DCD,198.0,202.54,MR,2017-05-01
Guigni's Deli,DCD,13.0,23.0,NP,2017-05-01
Surf Super,DCD,114.0,56.97,MN,2017-05-01
CVS #9529 - Terra Linda,PF,2.0,127.296,MR,2017-05-01
Tiger's Liquor,DCD,20.0,11.48,SF,2017-05-01
25th & Clement Produce,DCD,176.0,168.46,SF,2017-05-01
Smith Ranch Deli,PF,154.0,76.9,MR,2017-05-01
Parkview,DCD,8.0,4.81,SF,2017-05-01
Walmart-Rohnert Park,PF,17.0,682.5100000000001,SN,2017-05-01
United Market - San Anselmo,DCD,875.0,813.99,MR,2017-05-01
Diablo Foods-Lafeyette,DCD,94.0,59.99,EB,2017-05-01
Oceana Market,DCD,32.0,20.8,PN,2017-05-01
Woodacre Market & Deli,DCD,585.0,228.84,MR,2017-05-01
CVS #9370 - San Anselmo,PF,2.0,137.422,MR,2017-05-01
Oakville Grocery - Oakville,DCD,48.0,31.2,NP,2017-05-01
Oliver's- Windsor,DCD,1032.0,532.2,SN,2017-05-01
25th & Clement Produce,DCD,9.0,15.09,SF,2017-05-01
Amal's Deli,DCD,24.0,17.34,SF,2017-05-01
Mi Tierra Foods,DCD,12.0,13.0,EB,2017-05-01
United Market - San Anselmo,DCD,17.0,16.45,MR,2017-05-01
College of Marin Bookstore,PF,1.0,21.708000000000002,MR,2017-05-01
Woodlands #2 - Tiburon,PF,314.0,189.9,MR,2017-05-01
Guigni's Deli,DCD,1593.0,458.17,NP,2017-05-01
Woodland Gas,DCD,62.0,40.34,MR,2017-05-01
Nugget - #14 Tiburon,DCD,103.0,75.86,MR,2017-05-01
Mollie Stone #8-Tower Mkt.,DCD,189.0,61.02,SF,2017-05-01
"Seven Eleven-Redwood Hwy,M.V.",PF,32.0,20.99,MR,2017-05-01
College Mercantile,DCD,364.0,178.46,NP,2017-05-01
Seven Eleven -Shoreline,DCD,109.0,62.92,MR,2017-05-01
Woodlands Market,PF,622.0,405.07,MR,2017-05-01
Molsberry Market,DCD,12.0,13.11,SN,2017-05-01
Tiger's Liquor,DCD,70.0,42.7,SF,2017-05-01
Seven Eleven -Shoreline,PF,107.0,70.4,MR,2017-05-01
Pacific Gateway Concessions,DCD,864.0,820.8,SF,2017-05-01
Delta Farmers Market,DCD,40.0,26.0,NP,2017-05-01
Marina Super,DCD,180.0,153.0,SF,2017-05-01
Safeway #932 San Rafael,PF,8.0,1724.2200000000003,MR,2017-05-01
United Market - San Anselmo,DCD,90.0,80.0,MR,2017-05-01
Delta Farmers Market,DCD,12.0,8.46,NP,2017-05-01
Inverness Store,DCD,600.0,354.58,MR,2017-05-01
Safeway #911-Sonoma,PF,8.0,1479.848,SN,2017-05-01
Sonoma Market,DCD,208.0,220.91,SN,2017-05-01
Andy's Produce - Sebastopol,DCD,45.0,79.06,SN,2017-05-01
Petaluma Market,DCD,256.0,86.92,SN,2017-05-01
CVS #9947 - Novato Blvd.,PF,2.0,99.60000000000001,MR,2017-05-01
Smith Ranch Deli,DCD,81.0,61.0,MR,2017-05-01
Coastside Market,DCD,186.0,167.16,PN,2017-05-01
Petaluma Market,DCD,483.0,481.99,SN,2017-05-01
CVS #9913 - Mill Valley,PF,0.0,90.042,MR,2017-05-01
United Market - San Anselmo,DCD,72.0,105.13,MR,2017-05-01
Oliver's-Stony Point Rd.,DCD,797.0,205.56,SN,2017-05-01
Oliver's Market-Cotati,DCD,1160.0,646.05,SN,2017-05-01
Lucchessi's Deli,PF,90.0,55.62,SN,2017-05-01
The Tides Bait & Tackle,DCD,249.0,141.44,MN,2017-05-01
Smith Ranch Deli,DCD,6.0,4.23,MR,2017-05-01
Inverness Store,PF,138.0,83.25,MR,2017-05-01
Delta Farmers Market,DCD,224.0,230.65,NP,2017-05-01
Key Market #1 1063 Upton  St,DCD,350.0,236.74,PN,2017-05-01
United Market - San Anselmo,DCD,590.0,275.32,MR,2017-05-01
Broadway Mkt.,DCD,65.0,44.24,SN,2017-05-01
"Safeway #979-Diablo Ave,Nov.",PF,7.0,1794.9840000000002,MR,2017-05-01
Oceana Market,DCD,34.0,23.65,PN,2017-05-01
Inverness Store,DCD,9.0,16.29,MR,2017-05-01
College Mercantile,DCD,30.0,22.95,NP,2017-05-01
Oliver's- Windsor,DCD,80.0,52.0,SN,2017-05-01
Mi Tierra Foods,DCD,16.0,10.4,EB,2017-05-01
25th & Clement Produce,DCD,6.0,2.76,SF,2017-05-01
Famous Deli  Novato,PF,176.0,108.51,MR,2017-05-01
Tim's,DCD,83.0,47.2,SF,2017-05-01
Perry's-Fairfax,PF,30.0,15.57,MR,2017-05-01
Cal Mart-Calistoga,DCD,236.0,61.52,NP,2017-05-01
Ocean Cove Store,PF,118.0,74.17,MN,2017-05-01
Fircrest Market,DCD,517.0,480.93,SN,2017-05-01
Safeway #788-Mill Valley,PF,5.0,1088.036,MR,2017-05-01
Encinal Market,DCD,60.0,44.7,EB,2017-05-01
Mollie Stone #8-Tower Mkt.,DCD,40.0,26.0,SF,2017-05-01
Parkview,DCD,8.0,8.66,SF,2017-05-01
Village Market - Oakland,DCD,24.0,8.64,EB,2017-05-01
Jolly King Liquors,DCD,186.0,84.0,MR,2017-05-01
Brown's Valley Mkt.,DCD,435.0,654.68,NP,2017-05-01
Nugget - #14 Tiburon,PF,4.0,254.14800000000002,MR,2017-05-01
Perry's-Novato,DCD,1099.0,409.58,MR,2017-05-01
Big John's Market,DCD,483.0,628.67,SN,2017-05-01
United Market - San Anselmo,DCD,9312.0,7661.39,MR,2017-05-01
Lira's Supermarket,DCD,625.0,249.27,NP,2017-05-01
Jolly King Liquors,PF,22.0,14.31,MR,2017-05-01
Alcos Colonial Liquor #1,DCD,330.0,159.82,MR,2017-05-01
CVS #9219 - Greenbrae,PF,3.0,193.0,MR,2017-05-01
The Tides Unocal,PF,118.0,68.65,MN,2017-05-01
Lira's Supermarket,DCD,1243.0,316.56,NP,2017-05-01
Surf Super,DCD,27.0,47.67,MN,2017-05-01
Perry's-Novato,PF,99.0,61.74,MR,2017-05-01
Lira's Supermarket,DCD,12.0,16.8,NP,2017-05-01
17th & Cole Market,DCD,128.0,49.01,SF,2017-05-01
Better Foods,DCD,90.0,29.78,SF,2017-05-01
Lira's Supermarket,DCD,16.0,10.4,NP,2017-05-01
Oliver's-Stony Point Rd.,DCD,9.0,15.09,SN,2017-05-01
"Seven Eleven-Redwood Hwy,M.V.",DCD,118.0,43.42,MR,2017-05-01
17th & Cole Market,DCD,9.0,5.37,SF,2017-05-01
Oliver's Market-Montecito Blvd,DCD,32.0,20.8,SN,2017-05-01
Mollie Stone #7-San Mateo,DCD,149.0,147.19,PN,2017-05-01
Oliver's Market-Cotati,DCD,9.0,15.09,SN,2017-05-01
Cal Mart-Calistoga,DCD,18.0,30.19,NP,2017-05-01
Amal's Deli,DCD,12.0,6.6,SF,2017-05-01
Safeway #1723-San Anselmo,PF,11.0,1299.106,MR,2017-05-01
Grove Street Mkt.,DCD,45.0,30.4,SF,2017-05-01
Mollie Stone #7-San Mateo,DCD,32.0,20.8,PN,2017-05-01
Big John's Market,DCD,32.0,20.8,SN,2017-05-01
Alcos Colonial Liquor #1,PF,84.0,51.52,MR,2017-05-01
Nugget - #15 Corte Madera,DCD,177.0,66.71,MR,2017-05-01
The Tides Bait & Tackle,DCD,32.0,20.8,MN,2017-05-01
Woodland Gas,PF,22.0,13.03,MR,2017-05-01
"CVS #9316 - Grant Ave, Nov.",PF,0.0,26.130000000000003,MR,2017-05-01
Coastside Market,DCD,6.0,6.5,PN,2017-05-01
Gazzali's,DCD,480.0,112.4,EB,2017-05-01
Mill Valley Market,DCD,402.0,378.93,MR,2017-05-01
Safeway #918-Rohnert Park,DCD,120.0,78.0,SN,2017-05-01
Perry's-Fairfax,DCD,771.0,272.21,MR,2017-05-01
Oceana Market,DCD,352.0,346.14,PN,2017-05-01
Safeway #933-Sebastopol,PF,4.0,1150.9940000000001,SN,2017-05-01
Woodacre Market & Deli,PF,46.0,29.3,MR,2017-05-01
Coastside Market,DCD,18.0,13.34,PN,2017-05-01
Oakville Grocery - Oakville,DCD,1692.0,255.93,NP,2017-05-01
Brown's Valley Mkt.,DCD,24.0,15.6,NP,2017-05-01
Fisherman's Cove,DCD,8.0,5.2,MN,2017-05-01
Brown's Valley Mkt.,DCD,198.0,132.53,NP,2017-05-01
Safeway #1562-4th St.S.Rosa,PF,4.0,856.4040000000001,SN,2017-06-01
Zanotto's - Sunnyvale,DCD,467.0,456.86,PN,2017-06-01
Woodlands Market,DCD,124.0,83.32,MR,2017-06-01
Oliver's-Windsor,PF,4.0,269.90000000000003,SN,2017-06-01
Smart & Final #409- Santa Rosa,PF,3.0,223.33200000000002,SN,2017-06-01
Zanotto's - Sunnyvale,DCD,208.0,142.18,PN,2017-06-01
The Tides Bait & Tackle,DCD,18.0,31.38,MN,2017-06-01
Cal Mart -San Francisco,DCD,290.0,190.89,SF,2017-06-01
Mollie Stone-San Francisco,DCD,18.0,30.19,SF,2017-06-01
Oceana Market,DCD,66.0,48.79,PN,2017-06-01
Stinson Beach Market,DCD,36.0,62.77,MR,2017-06-01
Pelican Plaza Grocery & Deli,PF,284.0,179.6,MN,2017-06-01
Draeger's-San Mateo,DCD,176.0,290.24,PN,2017-06-01
Petaluma Market,DCD,430.0,228.51,SN,2017-06-01
Diekmans Bay Store - Bodega,DCD,252.0,168.69,MN,2017-06-01
Petaluma Market,DCD,27.0,47.67,SN,2017-06-01
Oceana Market,DCD,704.0,710.58,PN,2017-06-01
Santa Fe Market,DCD,8.0,5.2,EB,2017-06-01
The Tides Bait & Tackle,PF,136.0,89.38,MN,2017-06-01
Stinson Beach Market,DCD,12.0,13.0,MR,2017-06-01
Zanotto's - Sunnyvale,DCD,18.0,31.38,PN,2017-06-01
The Tides Bait & Tackle,DCD,24.0,15.6,MN,2017-06-01
Draeger's-San Mateo,DCD,40.0,26.0,PN,2017-06-01
The Tides Bait & Tackle,DCD,12.0,8.46,MN,2017-06-01
Oliver's-Stony Point Rd.,DCD,6.0,9.47,SN,2017-06-01
Sonoma Cheese Factory,DCD,2139.0,512.16,SN,2017-06-01
The Tides Bait & Tackle,DCD,12.0,5.52,MN,2017-06-01
Pacific Market / Fiesta,DCD,50.0,36.49,SN,2017-06-01
Martell's,DCD,656.0,323.01,SF,2017-06-01
Stinson Beach Market,DCD,149.0,122.92,MR,2017-06-01
Mollie Stone-San Francisco,DCD,425.0,458.8,SF,2017-06-01
Oceana Market,DCD,32.0,20.8,PN,2017-06-01
Harvest Urban Market-8th St.,DCD,474.0,496.29,SF,2017-06-01
Falletti Foods - SF,DCD,8.0,5.2,SF,2017-06-01
Woodlands Market,DCD,1258.0,748.67,MR,2017-06-01
Oliver's-Stony Point Rd.,DCD,88.0,50.8,SN,2017-06-01
Woodlands Market,DCD,9.0,15.09,MR,2017-06-01
Fircrest Market,DCD,593.0,614.78,SN,2017-06-01
Harvest Urban Market-8th St.,DCD,56.0,56.92,SF,2017-06-01
Draeger's-San Mateo,DCD,45.0,32.79,PN,2017-06-01
Diablo Foods-Lafeyette,DCD,132.0,112.12,EB,2017-06-01
The Tides Bait & Tackle,DCD,369.0,231.07,MN,2017-06-01
Falletti Foods - SF,DCD,758.0,660.14,SF,2017-06-01
Stinson Beach Market,PF,582.0,386.58,MR,2017-06-01
Farmer Joe's - Fruitvale Ave.,DCD,136.0,73.65,EB,2017-06-01
Oliver's-Stony Point Rd.,DCD,27.0,47.67,SN,2017-06-01
Walmart-Rohnert Park,PF,16.0,633.2840000000001,SN,2017-06-01
"CVS #9656 - 4th St.,S.Rosa",PF,1.0,75.49,SN,2017-06-01
Oliver's-Stony Point Rd.,PF,8.0,465.14200000000005,SN,2017-06-01
Falletti Foods - SF,DCD,36.0,22.15,SF,2017-06-01
Sonoma's Best,DCD,653.0,199.24,SN,2017-06-01
Sonoma's Best,DCD,16.0,10.4,SN,2017-06-01
"CVS #9163 - McDowell, Pet.",PF,0.0,98.936,SN,2017-06-01
Mollie Stone-San Francisco,DCD,48.0,7.2,SF,2017-06-01
Gualala Super Market,PF,852.0,502.79,MN,2017-06-01
United Market - San Rafael,DCD,6771.0,5441.12,MR,2017-06-01
Glen Ellen Village/Nugget #18,PF,3.0,87.48,SN,2017-06-01
United Market - San Rafael,DCD,45.0,68.26,MR,2017-06-01
United Market - San Anselmo,DCD,493.0,555.62,MR,2017-06-01
Mollie Stone - 18th & Castro,DCD,42.0,23.94,SF,2017-06-01
Mollie Stone #5-San Bruno,DCD,243.0,291.74,PN,2017-06-01
Coastside Market,DCD,16.0,11.85,PN,2017-06-01
Big John's Market,DCD,2.0,1.3,SN,2017-06-01
Safeway #933-Sebastopol,PF,7.0,776.196,SN,2017-06-01
Mollie Stone #3-Palo Alto,DCD,94.0,44.81,PN,2017-06-01
Mollie Stone #7-San Mateo,DCD,275.0,298.17,PN,2017-06-01
United Market - San Rafael,DCD,813.0,382.7,MR,2017-06-01
Mollie Stone #8-Tower Mkt.,DCD,24.0,3.6,SF,2017-06-01
Pacific Market-Santa Rosa,DCD,73.0,96.28,SN,2017-06-01
United Market - San Anselmo,DCD,9231.0,7409.99,MR,2017-06-01
Pacific Market / Fiesta,PF,325.0,200.3,SN,2017-06-01
Molsberry Market,DCD,85.0,55.73,SN,2017-06-01
Mollie Stone #3-Palo Alto,DCD,27.0,46.48,PN,2017-06-01
The Tides Unocal,PF,218.0,129.47,MN,2017-06-01
Safeway #2456-NEW Petaluma,PF,3.0,545.458,SN,2017-06-01
Fircrest Market,DCD,12.0,15.97,SN,2017-06-01
Mollie Stone #8-Tower Mkt.,DCD,24.0,13.68,SF,2017-06-01
Mollie Stone #3-Palo Alto,DCD,8.0,3.68,PN,2017-06-01
Fisherman's Cove,DCD,143.0,56.84,MN,2017-06-01
Mollie Stone - 18th & Castro,DCD,48.0,15.2,SF,2017-06-01
Lucky - Bicentennial,PF,2.0,342.77,SN,2017-06-01
Mollie Stone #7-San Mateo,DCD,80.0,12.0,PN,2017-06-01
Oliver's Market-Cotati,DCD,27.0,47.67,SN,2017-06-01
Mollie Stone #3-Palo Alto,DCD,80.0,52.0,PN,2017-06-01
Big John's Market,DCD,512.0,544.67,SN,2017-06-01
United Market - San Rafael,DCD,12.0,9.4,MR,2017-06-01
Ocean Cove Store,PF,180.0,115.02,MN,2017-06-01
Mollie Stone #7-San Mateo,DCD,28.0,16.88,PN,2017-06-01
Lucky - Gravenstein Hwy.,PF,4.0,225.606,SN,2017-06-01
Oliver's Market-Montecito Blvd,DCD,160.0,78.4,SN,2017-06-01
Coastside Market,DCD,9.0,16.29,PN,2017-06-01
Lucky - Sonoma Hwy.,PF,8.0,541.5840000000001,SN,2017-06-01
Farmer Joe's - Fruitvale Ave.,DCD,16.0,10.4,EB,2017-06-01
Key Market #1 1063 Upton  St,DCD,490.0,326.57,PN,2017-06-01
United Market - San Rafael,DCD,375.0,412.97,MR,2017-06-01
United Market - San Anselmo,DCD,729.0,277.71,MR,2017-06-01
Mollie Stone #5-San Bruno,DCD,220.0,109.28,PN,2017-06-01
Diablo Foods-Lafeyette,DCD,12.0,18.94,EB,2017-06-01
Petaluma Market,DCD,599.0,658.99,SN,2017-06-01
"CVS #9480 - E. Wash., Pet.",PF,1.0,146.44000000000003,SN,2017-06-01
Target-Rohnert Park,PF,6.0,1029.308,SN,2017-06-01
Key Market #1 1063 Upton  St,DCD,36.0,62.77,PN,2017-06-01
United Market - San Anselmo,DCD,24.0,30.13,MR,2017-06-01
Key Market #1 1063 Upton  St,DCD,195.0,188.1,PN,2017-06-01
Molsberry Market,DCD,256.0,155.42,SN,2017-06-01
Sonoma Market,DCD,246.0,487.33,SN,2017-06-01
Mollie Stone - 18th & Castro,DCD,236.0,243.82,SF,2017-06-01
Santa Fe Market,DCD,274.0,239.91,EB,2017-06-01
United Market - San Anselmo,DCD,72.0,118.63,MR,2017-06-01
Berkeley Bowl,DCD,114.0,92.02,EB,2017-06-01
Molsberry Market,DCD,9.0,16.29,SN,2017-06-01
Diablo Foods-Lafeyette,DCD,66.0,43.52,EB,2017-06-01
Mollie Stone #5-San Bruno,DCD,30.0,17.1,PN,2017-06-01
Mollie Stone #8-Tower Mkt.,DCD,173.0,86.6,SF,2017-06-01
Oliver's Market-Montecito Blvd,DCD,36.0,62.77,SN,2017-06-01
United Market - San Anselmo,DCD,26.0,22.3,MR,2017-06-01
The Tides Unocal,DCD,24.0,15.6,MN,2017-06-01
Oliver's Market-Cotati,DCD,573.0,623.32,SN,2017-06-01
Sonoma Market,DCD,186.0,66.06,SN,2017-06-01
United Market - San Rafael,DCD,54.0,44.1,MR,2017-06-01
Big John's Market,DCD,206.0,146.9,SN,2017-06-01
Mollie Stone #5-San Bruno,DCD,79.0,11.33,PN,2017-06-01
Mollie Stone #8-Tower Mkt.,DCD,6.0,9.47,SF,2017-06-01
Coastside Market,DCD,262.0,224.47,PN,2017-06-01
Safeway #918-Rohnert Park,PF,8.0,802.7020000000001,SN,2017-06-01
Palace Market,DCD,6381.0,2966.15,MR,2017-06-01
Mollie Stone #7-San Mateo,DCD,220.0,132.33,PN,2017-06-01
Pacific Market-Santa Rosa,DCD,28.0,19.65,SN,2017-06-01
Stinson Beach Market,DCD,4005.0,2784.92,MR,2017-06-01
Oliver's Market-Cotati,PF,8.0,497.088,SN,2017-06-01
Fircrest Market,DCD,18.0,32.58,SN,2017-06-01
Diekmans Bay Store - Bodega,DCD,54.0,40.16,MN,2017-06-01
Lucky - Lakeville Hwy.,PF,5.0,380.01800000000003,SN,2017-06-01
Palace Market,PF,376.0,243.0,MR,2017-06-01
Cal Mart -San Francisco,DCD,40.0,26.0,SF,2017-06-01
Cal Mart -San Francisco,DCD,96.0,80.94,SF,2017-06-01
Mollie Stone-San Francisco,DCD,12.0,18.94,SF,2017-06-01
Delucchi's Market,DCD,234.0,112.27,PN,2017-06-01
Diablo Foods-Lafeyette,DCD,48.0,31.2,EB,2017-06-01
Delucchi's Market,DCD,6.0,9.47,PN,2017-06-01
Mollie Stone - 18th & Castro,DCD,135.0,71.61,SF,2017-06-01
Diekmans Bay Store - Bodega,PF,130.0,77.24,MN,2017-06-01
Palace Market,DCD,6.0,6.5,MR,2017-06-01
Cal Mart -San Francisco,DCD,1808.0,1114.96,SF,2017-06-01
Mollie Stone-San Francisco,DCD,208.0,125.3,SF,2017-06-01
Delucchi's Market,DCD,16.0,10.4,PN,2017-06-01
Zanotto's - Sunnyvale,DCD,6.0,6.5,PN,2017-06-01
Farmer Joe's - Fruitvale Ave.,DCD,45.0,80.25,EB,2017-06-01
Fircrest Market,DCD,16.0,10.4,SN,2017-06-01
Stinson Beach Market,DCD,6.0,5.7,MR,2017-06-01
Cal Mart -San Francisco,DCD,36.0,63.96,SF,2017-06-01
Delucchi's Market,DCD,458.0,439.72,PN,2017-06-01
Stinson Beach Market,DCD,70.0,63.65,MR,2017-06-01
Pacific Market / Fiesta,DCD,12.0,13.0,SN,2017-06-01
Oakville Grocery - Healdsburg,DCD,1194.0,229.07,SN,2017-06-01
Diekmans Bay Store - Bodega,DCD,8.0,5.2,MN,2017-06-01
Safeway #713-Calistoga Rd.,PF,5.0,1057.6879999999999,SN,2017-06-01
Farmer Joe's - Fruitvale Ave.,DCD,2127.0,1930.67,EB,2017-06-01
Diekmans Bay Store - Bodega,DCD,9.0,15.09,MN,2017-06-01
Oliver's-Stony Point Rd.,DCD,686.0,744.57,SN,2017-06-01
Rainbow Grocery,DCD,162.0,197.26,SF,2017-06-01
Safeway #2457-NEW SR College,PF,1.0,466.59200000000004,SN,2017-06-01
Palace Market,DCD,296.0,195.13,MR,2017-06-01
Roberts Market-Portola Valley,DCD,550.0,383.43,PN,2017-06-01
Roberts Market-Portola Valley,DCD,34.0,22.19,PN,2017-06-01
Oliver's Market-Montecito Blvd,DCD,970.0,387.78,SN,2017-06-01
Palace Market,DCD,78.0,142.1,MR,2017-06-01
Petaluma Market,DCD,16.0,10.4,SN,2017-06-01
Roberts Market-Portola Valley,DCD,6.0,9.47,PN,2017-06-01
Pacific Market-Santa Rosa,DCD,6.0,9.47,SN,2017-06-01
Mollie Stone #8-Tower Mkt.,DCD,220.0,260.76,SF,2017-06-01
Spangler's Market,DCD,324.0,305.69,PN,2017-06-01
Mollie Stone #7-San Mateo,DCD,6.0,9.47,PN,2017-06-01
Jenner Store,PF,148.0,90.43,MN,2017-06-01
Oliver's Market-Cotati,DCD,968.0,348.22,SN,2017-06-01
Lucky - Montgomery Village,PF,2.0,349.91,SN,2017-06-01
Mollie Stone #3-Palo Alto,DCD,307.0,257.2,PN,2017-06-01
Target-Santa Rosa,PF,5.0,1059.224,SN,2017-06-01
Jenner Store,DCD,30.0,18.74,MN,2017-06-01
Gualala Super Market,DCD,12.0,5.76,MN,2017-06-01
Fircrest Market,DCD,244.0,96.38,SN,2017-06-01
Molsberry Market,DCD,2491.0,1559.88,SN,2017-06-01
The Tides Unocal,DCD,1167.0,498.12,MN,2017-06-01
Pacific Market-Santa Rosa,PF,186.0,111.68,SN,2017-06-01
Jenner Store,DCD,27.0,89.49,MN,2017-06-01
Oliver's Market-Montecito Blvd,DCD,732.0,917.2,SN,2017-06-01
Sun Valley #2 - Pacifica,DCD,53.0,38.75,PN,2017-06-01
Palace Market,DCD,54.0,95.35,MR,2017-06-01
Spangler's Market,DCD,8.0,5.2,PN,2017-06-01
Oliver's Market-Cotati,DCD,12.0,18.94,SN,2017-06-01
Sun Valley #2 - Pacifica,DCD,10.0,6.93,PN,2017-06-01
