sold_to_name,product_line,quantity,gross_profit,territory,date
Delucchi's Market,DCD,36.0,38.88,PN,2020-09-01
Piazza Fine Foods-Palo Alto,DCD,9.0,22.68,PN,2020-09-01
S&A Market,DCD,221.0,151.78,SF,2020-09-01
Farmer Joe's - Fruitvale Ave.,DCD,1857.0,2535.63,EB,2020-09-01
Walmart- RP Neighborhood Mkt,PF,11.0,1044.0240000000001,SN,2020-09-01
Fairfax Market,PF,370.0,244.68,MR,2020-09-01
Fairfax Market,DCD,24.0,18.72,MR,2020-09-01
Farmer Joe's - MacArthur Blvd,DCD,224.0,220.93,EB,2020-09-01
Piazza Fine Foods-Palo Alto,DCD,8.0,9.2,PN,2020-09-01
Mi Tierra Foods,DCD,2.0,2.54,EB,2020-09-01
Mollie Stone - 18th & Castro,DCD,16.0,12.0,SF,2020-09-01
Mill Valley Market,PF,5.0,293.524,MR,2020-09-01
CVS #9219 - Greenbrae,PF,2.0,176.31600000000003,MR,2020-09-01
Farmer Joe's - Fruitvale Ave.,DCD,16.0,24.48,EB,2020-09-01
Palace Market,DCD,26.0,54.78,MR,2020-09-01
Mollie Stone #1-Sausalito,PF,5.0,353.64000000000004,MR,2020-09-01
Delucchi's Market,DCD,9.0,21.48,PN,2020-09-01
Marina Super,DCD,150.0,193.5,SF,2020-09-01
United Market - San Anselmo,DCD,27.0,65.65,MR,2020-09-01
Sonoma Market/Nugget #17,PF,4.0,142.24800000000002,SN,2020-09-01
Jump Start Market,DCD,14.0,22.22,SF,2020-09-01
Fairfax Market,DCD,12.0,15.24,MR,2020-09-01
Woodlands Market,DCD,795.0,275.31,MR,2020-09-01
Harvest Mkt/Novato Foods,PF,4.0,357.516,MR,2020-09-01
Nugget - #14 Tiburon,PF,5.0,311.79600000000005,MR,2020-09-01
Mi Tierra Foods,DCD,16.0,12.0,EB,2020-09-01
Diablo Foods-Lafeyette,DCD,32.0,30.4,EB,2020-09-01
Molsberry Market,DCD,2031.0,1792.47,SN,2020-09-01
Andy's Local Mkt - San Rafael,PF,12.0,6.84,MR,2020-09-01
Raley's-Windsor,PF,3.0,351.44000000000005,SN,2020-09-01
Molsberry Market,PF,4.0,121.13,SN,2020-09-01
Key Market #1 1063 Upton  St,DCD,18.0,44.16,PN,2020-09-01
Better Foods,DCD,184.0,80.16,SF,2020-09-01
Sunshine - Haight St.,DCD,248.0,156.57,SF,2020-09-01
Nugget - #15 Corte Madera,PF,5.0,274.08000000000004,MR,2020-09-01
"Mollie Stone-Calif St, SF",DCD,366.0,464.91,SF,2020-09-01
Piazza Fine Foods-San Mateo,DCD,297.0,414.09,PN,2020-09-01
Stinson Beach Market,DCD,12.0,15.25,MR,2020-09-01
Roberts Market - Woodside,DCD,530.0,633.49,PN,2020-09-01
Walmart-Rohnert Park,PF,7.0,463.436,SN,2020-09-01
Roberts Market-Portola Valley,DCD,18.0,44.16,PN,2020-09-01
United Market - San Rafael,DCD,54.0,133.69,MR,2020-09-01
Target-Marin City,PF,5.0,404.72,MR,2020-09-01
Nugget - #14 Tiburon,DCD,94.0,110.54,MR,2020-09-01
Chloe's,DCD,72.0,97.92,SF,2020-09-01
Santa Fe Market,DCD,33.0,27.0,EB,2020-09-01
Martell's,DCD,562.0,288.05,SF,2020-09-01
Stinson Beach Market,DCD,12.0,9.36,MR,2020-09-01
Safeway #1562-4th St.S.Rosa,PF,7.0,839.8100000000001,SN,2020-09-01
Harvest Mkt/Novato Foods,DCD,6.0,7.44,MR,2020-09-01
CVS #9529 - Terra Linda,PF,2.0,102.51600000000002,MR,2020-09-01
Cindy,DCD,88.0,82.07,SF,2020-09-01
Harvest Mkt/Novato Foods,DCD,1367.0,1473.14,MR,2020-09-01
Zanotto's - Willow Glen,DCD,60.0,49.56,PN,2020-09-01
Better Foods,DCD,4.0,7.96,SF,2020-09-01
United Market - San Rafael,DCD,631.0,752.14,MR,2020-09-01
United Market - San Rafael,PF,6.0,424.98400000000004,MR,2020-09-01
Andy's Local Mkt - San Rafael,DCD,8.0,8.0,MR,2020-09-01
Key Market #1 1063 Upton  St,DCD,60.0,64.8,PN,2020-09-01
Key Market #1 1063 Upton  St,DCD,560.0,696.88,PN,2020-09-01
Andy's Local Mkt - San Rafael,DCD,2611.0,1247.91,MR,2020-09-01
17th & Cole Market,DCD,215.0,109.29,SF,2020-09-01
25th & Clement Produce,DCD,218.0,248.12,SF,2020-09-01
CVS #9962 - Marin City,PF,1.0,74.62400000000001,MR,2020-09-01
Target-Petaluma,PF,11.0,1429.83,SN,2020-09-01
Jolly King Liquors,PF,18.0,9.35,MR,2020-09-01
Andy's Local Mkt - San Rafael,DCD,18.0,44.16,MR,2020-09-01
Diablo Foods-Lafeyette,DCD,493.0,949.23,EB,2020-09-01
Diablo Foods-Lafeyette,DCD,126.0,114.9,EB,2020-09-01
Stinson Beach Market,PF,6.0,3.42,MR,2020-09-01
Key Market #1 1063 Upton  St,DCD,61.0,57.03,PN,2020-09-01
Jolly King Liquors,DCD,126.0,65.72,MR,2020-09-01
17th & Cole Market,DCD,1.0,0.78,SF,2020-09-01
Village Market - Oakland,DCD,488.0,302.06,EB,2020-09-01
United Market - San Rafael,DCD,34.0,30.03,MR,2020-09-01
Piazza Fine Foods-San Mateo,DCD,8.0,6.0,PN,2020-09-01
Santa Fe Market,DCD,692.0,730.59,EB,2020-09-01
Stinson Beach Market,PF,314.0,187.76,MR,2020-09-01
Bryan's,DCD,84.0,96.24,SF,2020-09-01
Andy's Local Mkt - San Rafael,PF,331.0,190.94,MR,2020-09-01
CVS #9947 - Novato Blvd.,PF,1.0,76.464,MR,2020-09-01
Parkview,DCD,342.0,191.77,SF,2020-09-01
United Market - San Rafael,DCD,7851.0,7648.25,MR,2020-09-01
Cindy,DCD,6.0,4.68,SF,2020-09-01
300 Church St. Market,DCD,6.0,6.3,SF,2020-09-01
Tiger's Liquor,DCD,82.0,69.12,SF,2020-09-01
Zanotto's - Willow Glen,DCD,48.0,51.84,PN,2020-09-01
Balboa Liquor & Deli,DCD,299.0,142.77,SF,2020-09-01
Draeger's-Danville,DCD,16.0,12.0,EB,2020-09-01
Mollie Stone #4-Greenbrae,PF,4.0,453.836,MR,2020-09-01
Fairfax Market,DCD,685.0,769.92,MR,2020-09-01
Mollie Stone #6-Burlingame,DCD,8.0,6.0,PN,2020-09-01
United Market - San Rafael,DCD,24.0,30.49,MR,2020-09-01
Farmer Joe's - Fruitvale Ave.,DCD,27.0,65.65,EB,2020-09-01
Stinson Beach Market,DCD,3161.0,1946.96,MR,2020-09-01
M & K Market,DCD,106.0,71.87,SF,2020-09-01
Nugget - #16 Novato,PF,5.0,249.55200000000002,MR,2020-09-01
Piazza Fine Foods-Palo Alto,DCD,139.0,300.45,PN,2020-09-01
Nugget - #16 Novato,DCD,126.0,159.22,MR,2020-09-01
Fairfax Market,DCD,8.0,6.0,MR,2020-09-01
Fircrest Market,PF,4.0,206.288,SN,2020-09-01
Pelican Plaza Grocery & Deli,DCD,12.0,9.06,MN,2020-09-01
Jump Start Market,DCD,8.0,6.24,SF,2020-09-01
Safeway #2457-W. College Ave.,PF,2.0,732.878,SN,2020-09-01
Farmer Joe's - MacArthur Blvd,DCD,4.0,5.08,EB,2020-09-01
Lucchessi's Deli,PF,36.0,22.54,SN,2020-09-01
Noe Valley Market,DCD,10.0,7.8,SF,2020-09-01
Zanotto's - Willow Glen,DCD,583.0,910.95,PN,2020-09-01
Mi Tierra Foods,DCD,250.0,349.81,EB,2020-09-01
Zanotto's - Willow Glen,DCD,16.0,12.0,PN,2020-09-01
Roberts Market-Portola Valley,DCD,270.0,426.67,PN,2020-09-01
Pelican Plaza Grocery & Deli,DCD,2187.0,2074.35,MN,2020-09-01
United Market - San Anselmo,PF,8.0,513.884,MR,2020-09-01
Stinson Beach Market,DCD,18.0,44.16,MR,2020-09-01
Harvest Mkt/Novato Foods,DCD,34.0,30.03,MR,2020-09-01
Safeway #2456-Son Mtn Pkwy,PF,3.0,817.02,SN,2020-09-01
Smith Ranch Deli,PF,96.0,56.37,MR,2020-09-01
Oceanview Market,DCD,93.0,41.54,SF,2020-09-01
Mollie Stone #6-Burlingame,DCD,289.0,368.58,PN,2020-09-01
Berkeley Bowl,DCD,1052.0,1472.27,EB,2020-09-01
Draeger's-Danville,DCD,446.0,353.22,EB,2020-09-01
Big John's Market,PF,6.0,324.58000000000004,SN,2020-09-01
Harvest Mkt/Novato Foods,DCD,36.0,88.33,MR,2020-09-01
300 Church St. Market,DCD,22.0,17.16,SF,2020-09-01
CVS #9946 - Stony Point,PF,1.0,58.891999999999996,SN,2020-09-01
United Market - San Rafael,DCD,30.0,24.78,MR,2020-09-01
Zanotto's - Willow Glen,DCD,9.0,22.68,PN,2020-09-01
Noe Valley Market,DCD,468.0,370.21,SF,2020-09-01
Park Presidio Liquors,DCD,228.0,103.37,SF,2020-09-01
Speer's Market,PF,1.0,15.804,SN,2020-09-01
Watergate Market,DCD,192.0,147.9,EB,2020-09-01
United Market - San Anselmo,PF,36.0,20.52,MR,2020-09-01
Draeger's-Danville,DCD,36.0,38.88,EB,2020-09-01
CVS #9370 - San Anselmo,PF,2.0,87.056,MR,2020-09-01
Farmer Joe's - Fruitvale Ave.,DCD,8.0,10.16,EB,2020-09-01
"Seven Eleven-Redwood Hwy,M.V.",DCD,30.0,12.0,MR,2020-09-01
Mollie Stone #5-San Bruno,DCD,18.0,9.18,PN,2020-09-01
United Market - San Rafael,PF,72.0,41.04,MR,2020-09-01
Stinson Beach Market,DCD,77.0,115.18,MR,2020-09-01
Harvest Mkt/Novato Foods,DCD,6.0,7.62,MR,2020-09-01
Delucchi's Market,DCD,1274.0,832.59,PN,2020-09-01
Diekmans Bay Store - Bodega,DCD,12.0,9.36,MN,2020-09-01
Broadway Mkt.,DCD,24.0,18.0,SN,2020-09-01
Surf Super,PF,488.0,290.38,MN,2020-09-01
Perry's-Fairfax,DCD,712.0,278.72,MR,2020-09-01
Falletti Foods - SF,DCD,1699.0,1296.74,SF,2020-09-01
Oliver's-Windsor,PF,4.0,390.464,SN,2020-09-01
Broadway Mkt.,DCD,1184.0,631.48,SN,2020-09-01
College Mercantile,PF,97.0,60.47,NP,2020-09-01
Safeway #788-Mill Valley,PF,9.0,1021.46,MR,2020-09-01
Mill Valley Market,DCD,8.0,6.0,MR,2020-09-01
Sonoma's Best,DCD,760.0,266.31,SN,2020-09-01
Diekmans Bay Store - Bodega,PF,132.0,76.55,MN,2020-09-01
Guigni's Deli,DCD,729.0,166.12,NP,2020-09-01
Big John's Market,DCD,13.0,15.64,SN,2020-09-01
Sonoma's Best,DCD,16.0,12.0,SN,2020-09-01
Gary's Wine & Marketplace,DCD,463.0,351.57,NP,2020-09-01
Mill Valley Market,DCD,516.0,624.51,MR,2020-09-01
Mollie Stone #3-Palo Alto,DCD,12.0,6.12,PN,2020-09-01
Valley Ford Market,DCD,283.0,255.39,MN,2020-09-01
College Mercantile,DCD,159.0,140.59,NP,2020-09-01
Diekmans Bay Store - Bodega,DCD,18.0,44.16,MN,2020-09-01
Brown's Valley Mkt.,DCD,32.0,24.0,NP,2020-09-01
Diekmans Bay Store - Bodega,DCD,272.0,245.4,MN,2020-09-01
Andy's Corte Madera Mkt.,PF,36.0,18.7,MR,2020-09-01
Cal Mart-Calistoga,DCD,1142.0,1072.26,NP,2020-09-01
Mollie Stone #3-Palo Alto,DCD,78.0,72.08,PN,2020-09-01
Glen Ellen Village Mkt.,DCD,6.0,7.62,SN,2020-09-01
Gualala Super Market,DCD,36.0,38.88,MN,2020-09-01
Glen Ellen Village Mkt.,DCD,771.0,916.07,SN,2020-09-01
Cal Mart-Calistoga,DCD,9.0,21.48,NP,2020-09-01
Raley's - Petaluma,DCD,222.0,281.58,SN,2020-09-01
Safeway #713-Calistoga Rd.,PF,5.0,886.868,SN,2020-09-01
Andy's Corte Madera Mkt.,DCD,763.0,304.38,MR,2020-09-01
Gualala Super Market,DCD,468.0,441.68,MN,2020-09-01
Broadway Mkt.,PF,140.0,82.72,SN,2020-09-01
Whale of a Deli,DCD,119.0,42.93,MR,2020-09-01
Raley's #319(Napa),DCD,446.0,575.34,NP,2020-09-01
Cal Mart -San Francisco,DCD,36.0,88.33,SF,2020-09-01
Safeway #911-Sonoma,PF,7.0,742.0060000000001,SN,2020-09-01
Glen Ellen Village Mkt.,PF,246.0,143.76,SN,2020-09-01
Mollie Stone #3-Palo Alto,DCD,220.0,255.15,PN,2020-09-01
Gary's Wine & Marketplace,PF,84.0,32.18,NP,2020-09-01
Oliver's-Stony Point Rd.,PF,7.0,358.73800000000006,SN,2020-09-01
St. Helena Hospital Gift Shop,DCD,156.0,67.27,NP,2020-09-01
Oakville Grocery - Oakville,DCD,120.0,89.16,NP,2020-09-01
Mollie Stone #4-Greenbrae,DCD,608.0,785.69,MR,2020-09-01
Napa Sea Ranch,DCD,100.0,36.1,NP,2020-09-01
Oliver's Market-Montecito Blvd,DCD,1030.0,1481.55,SN,2020-09-01
Valley Ford Market,PF,112.0,63.97,MN,2020-09-01
Surf Super,DCD,27.0,32.99,MN,2020-09-01
Zanottos - Naglee,DCD,1840.0,1260.32,PN,2020-09-01
Falletti Foods - SF,DCD,8.0,6.0,SF,2020-09-01
Zanottos - Naglee,DCD,36.0,38.88,PN,2020-09-01
Zanotto's - SW Expressway,DCD,18.0,44.16,PN,2020-09-01
Santa Venetia Super,PF,220.0,130.9,MR,2020-09-01
Lucky - Magnolia Ave.,PF,5.0,375.862,MR,2020-09-01
Food Maxx-Santa Rosa,PF,10.0,770.9920000000001,SN,2020-09-01
Zanottos - Naglee,DCD,24.0,18.0,PN,2020-09-01
Oliver's Market-Cotati,DCD,27.0,65.65,SN,2020-09-01
Safeway#3011-S. McDowell,PF,11.0,1464.008,SN,2020-09-01
Big John's Market,DCD,1054.0,1704.15,SN,2020-09-01
Bolinas Ave Market,PF,70.0,40.3,MR,2020-09-01
Oakmont Village Mkt-Santa Rosa,PF,134.0,83.05,SN,2020-09-01
Smart & Final #409- Santa Rosa,PF,4.0,316.81600000000003,SN,2020-09-01
Bolinas Ave Market,DCD,210.0,126.26,MR,2020-09-01
Delta Farmers Market,DCD,296.0,358.34,NP,2020-09-01
Mollie Stone #4-Greenbrae,DCD,27.0,66.84,MR,2020-09-01
Oakmont Village Mkt-Santa Rosa,DCD,54.0,53.82,SN,2020-09-01
"CVS #9163 - McDowell, Pet.",PF,1.0,112.31600000000002,SN,2020-09-01
Oliver's Market-Montecito Blvd,DCD,45.0,111.01,SN,2020-09-01
Brown's Valley Meat Dept.,DCD,46.0,46.34,NP,2020-09-01
Valley Ford Market,DCD,18.0,44.16,MN,2020-09-01
Surf Super,DCD,18.0,44.16,MN,2020-09-01
Berkeley Bowl West,DCD,9.0,21.48,EB,2020-09-01
Safeway #918-Rohnert Park,PF,8.0,893.7440000000001,SN,2020-09-01
Vintage 76 Station,DCD,122.0,69.18,NP,2020-09-01
Oliver's Market-Montecito Blvd,DCD,24.0,18.0,SN,2020-09-01
"Safeway #2455-Center Blvd, SA",PF,5.0,333.68000000000006,MR,2020-09-01
Mollie Stone #4-Greenbrae,DCD,24.0,12.24,MR,2020-09-01
Napa Valley Marina,DCD,148.0,48.82,NP,2020-09-01
Oliver's Market-Montecito Blvd,DCD,24.0,25.92,SN,2020-09-01
Sequoia Market,DCD,212.0,91.7,SN,2020-09-01
Cal Mart -San Francisco,DCD,32.0,30.4,SF,2020-09-01
Safeway #2318-Corte Madera,PF,12.0,1060.764,MR,2020-09-01
Safeway #1950-Guerneville,PF,3.0,403.572,SN,2020-09-01
Seven Eleven -Shoreline,DCD,478.0,167.39,MR,2020-09-01
Mollie Stone #7-San Mateo,DCD,36.0,30.12,PN,2020-09-01
Pacific Market / Fiesta,DCD,12.0,15.25,SN,2020-09-01
Pacific Market / Fiesta,DCD,27.0,65.65,SN,2020-09-01
The Tides Bait & Tackle,DCD,32.0,24.0,MN,2020-09-01
Smart & Final - Petaluma,PF,2.0,165.942,SN,2020-09-01
Alcos Colonial Liquor #1,PF,146.0,85.0,MR,2020-09-01
76 Stn - Ignacio,PF,110.0,63.1,MR,2020-09-01
Pacific Market-Santa Rosa,PF,233.0,132.73,SN,2020-09-01
The Tides Unocal,DCD,6.0,4.5,MN,2020-09-01
"Lucky - Grant Ave, Novato",PF,7.0,463.59200000000004,MR,2020-09-01
Lucky - Montgomery Village,PF,5.0,407.992,SN,2020-09-01
Alcos Colonial Liquor #1,DCD,550.0,305.4,MR,2020-09-01
Pacific Market / Fiesta,DCD,408.0,575.26,SN,2020-09-01
76/Circle K - Tiburon,DCD,96.0,18.24,MR,2020-09-01
Pacific Market-Santa Rosa,PF,12.0,6.84,SN,2020-09-01
Famous Deli  Novato,DCD,622.0,234.86,MR,2020-09-01
The Tides Bait & Tackle,DCD,9.0,21.48,MN,2020-09-01
Zee's Deli Wine & Spirits,PF,40.0,23.76,MR,2020-09-01
Mollie Stone #5-San Bruno,DCD,153.0,173.08,PN,2020-09-01
Lucky - Sonoma Hwy.,PF,6.0,348.144,SN,2020-09-01
Gonnella's Country Mart,PF,107.0,62.82,SN,2020-09-01
Safeway #1723-San Anselmo,PF,9.0,775.2,MR,2020-09-01
Marin Cheese Factory,DCD,180.0,46.8,MR,2020-09-01
"Seven Eleven-Redwood Hwy,M.V.",PF,20.0,12.52,MR,2020-09-01
The Tides Bait & Tackle,DCD,480.0,423.64,MN,2020-09-01
Perry's-San Rafael,DCD,154.0,46.44,MR,2020-09-01
Mollie Stone #1-Sausalito,DCD,216.0,315.48,MR,2020-09-01
Mollie Stone #7-San Mateo,DCD,200.0,206.12,PN,2020-09-01
Nugget - #15 Corte Madera,DCD,68.0,61.36,MR,2020-09-01
Gonnella's Country Mart,DCD,377.0,208.37,SN,2020-09-01
Pacific Market-Santa Rosa,DCD,147.0,234.06,SN,2020-09-01
The Tides Unocal,PF,120.0,67.44,MN,2020-09-01
Lucky - Gravenstein Hwy.,PF,3.0,275.636,SN,2020-09-01
Famous Deli  Novato,PF,146.0,86.6,MR,2020-09-01
The Tides Bait & Tackle,DCD,23.0,17.79,MN,2020-09-01
Zee's Deli Wine & Spirits,DCD,92.0,51.84,MR,2020-09-01
Pacific Market / Fiesta,PF,134.0,81.53,SN,2020-09-01
United Liquors-San Rafael,PF,53.0,30.3,MR,2020-09-01
76/Circle K - Tiburon,PF,68.0,40.65,MR,2020-09-01
Woodlands #2 - Tiburon,PF,282.0,164.98,MR,2020-09-01
Speer's Market,PF,52.0,31.59,SN,2020-09-01
Woodacre Market & Deli,DCD,364.0,167.01,MR,2020-09-01
Bartletts Market,PF,162.0,97.57,SN,2020-09-01
Sunshine Mkt. - St. Helena,DCD,72.0,77.76,NP,2020-09-01
Gualala Super Market,PF,894.0,504.02,MN,2020-09-01
Target-Rohnert Park,PF,10.0,1042.474,SN,2020-09-01
The Tides Bait & Tackle,PF,192.0,116.1,MN,2020-09-01
Cal Mart -San Francisco,DCD,180.0,163.86,SF,2020-09-01
Mollie Stone #3-Palo Alto,DCD,27.0,65.65,PN,2020-09-01
Lagunitas Grocery,PF,72.0,41.23,MR,2020-09-01
Speer's Market,DCD,1125.0,843.84,SN,2020-09-01
Brown's Valley Mkt.,DCD,718.0,1492.83,NP,2020-09-01
Lucky - Lakeville Hwy.,PF,2.0,382.78400000000005,SN,2020-09-01
Safeway #932 San Rafael,PF,9.0,1228.4260000000002,MR,2020-09-01
Lagunitas Grocery,DCD,284.0,130.21,MR,2020-09-01
Sonoma Market,DCD,112.0,239.09,SN,2020-09-01
Brown's Valley Mkt.,DCD,36.0,38.88,NP,2020-09-01
CVS #9152 - Sonoma,PF,1.0,78.20400000000001,SN,2020-09-01
Fircrest Market,DCD,36.0,88.33,SN,2020-09-01
Sunshine Mkt. - St. Helena,DCD,2585.0,2354.1,NP,2020-09-01
Woodacre Market & Deli,PF,40.0,22.48,MR,2020-09-01
The Tides Unocal,DCD,675.0,335.51,MN,2020-09-01
Seven Eleven -Shoreline,PF,92.0,55.03,MR,2020-09-01
Woodlands Meat #2 Tiburon,DCD,12.0,16.44,MR,2020-09-01
"Safeway #979-Diablo Ave,Nov.",PF,8.0,1400.508,MR,2020-09-01
Fircrest Market,DCD,16.0,12.0,SN,2020-09-01
Rocky's Meat & Deli,DCD,30.0,36.72,MR,2020-09-01
The Tides Bait & Tackle,DCD,24.0,18.72,MN,2020-09-01
Woodlands #2 - Tiburon,DCD,96.0,114.94,MR,2020-09-01
Bartletts Market,DCD,471.0,273.42,SN,2020-09-01
Grocery Mart,DCD,189.0,245.82,PN,2020-09-01
Fircrest Market,DCD,36.0,38.88,SN,2020-09-01
Central Deli/Hse of Bagels,DCD,88.0,19.13,MR,2020-09-01
Cal Mart -San Francisco,DCD,1217.0,1661.24,SF,2020-09-01
"Safeway #7956-Marlow, S.Rosa",PF,10.0,744.332,SN,2020-09-01
Lucky - Petaluma Blvd.,PF,2.0,208.07600000000002,SN,2020-09-01
Safeway #2781-Mill Valley,DCD,12.0,13.2,MR,2020-09-01
Fircrest Market,DCD,681.0,816.52,SN,2020-09-01
United Liquors-San Rafael,DCD,268.0,103.49,MR,2020-09-01
Santa Venetia Super,DCD,4.0,5.08,MR,2020-09-01
Mollie Stone #4-Greenbrae,DCD,7.0,5.25,MR,2020-09-01
Zanottos - Naglee,DCD,18.0,44.16,PN,2020-09-01
Monterey Foods Market,DCD,24.0,29.76,EB,2020-09-01
Bianchini's Mkt - San Carlos,DCD,24.0,18.0,PN,2020-09-01
Mollie Stone #8-Tower Mkt.,DCD,72.0,45.55,SF,2020-09-01
Marinwood Market,DCD,5.0,2.37,MR,2020-09-01
Oliver's- Windsor,DCD,1187.0,1722.62,SN,2020-09-01
Pelican Plaza Grocery & Deli,DCD,18.0,22.87,MN,2020-09-01
Woodlands Meat Dpt.,DCD,50.0,119.94,MR,2020-09-01
Ocean Cove Store,PF,150.0,90.38,MN,2020-09-01
Marinwood Market,DCD,36.0,38.88,MR,2020-09-01
Bianchini's Mkt - San Carlos,DCD,18.0,44.16,PN,2020-09-01
Petaluma Market,PF,494.0,302.77,SN,2020-09-01
Monterey Foods Market,DCD,24.0,18.0,EB,2020-09-01
Mollie Stone #8-Tower Mkt.,DCD,17.0,21.4,SF,2020-09-01
Marinwood Market,DCD,495.0,547.92,MR,2020-09-01
Jacks Valley Store,PF,68.0,42.57,SN,2020-09-01
Oliver's- Windsor,DCD,69.0,74.52,SN,2020-09-01
Raley's - Petaluma,PF,3.0,600.912,SN,2020-09-01
Jenner Store,DCD,46.0,81.64,MN,2020-09-01
Ocean Cove Store,DCD,1.0,18.15,MN,2020-09-01
Andy's Produce - Sebastopol,DCD,8.0,33.92,SN,2020-09-01
Inverness Park Market,DCD,556.0,235.96,MR,2020-09-01
Andy's Produce - Sebastopol,DCD,918.0,1356.35,SN,2020-09-01
Zanotto's - Sunnyvale,DCD,18.0,44.16,PN,2020-09-01
Chevron - Strawberry,PF,72.0,42.51,MR,2020-09-01
Mollie Stone #8-Tower Mkt.,DCD,333.0,429.66,SF,2020-09-01
Target-Santa Rosa,PF,7.0,1122.916,SN,2020-09-01
Jacks Valley Store,DCD,35.0,31.99,SN,2020-09-01
Zanotto's - Sunnyvale,DCD,12.0,15.24,PN,2020-09-01
Raley's-Rohnert Park,PF,1.0,590.07,SN,2020-09-01
Marinwood Market,PF,376.0,224.62,MR,2020-09-01
Monterey Foods Market,DCD,1470.0,2591.48,EB,2020-09-01
Oliver's- Windsor,DCD,16.0,12.0,SN,2020-09-01
"Safeway #653-B St., San Rafael",PF,6.0,487.73400000000004,MR,2020-09-01
Jacks Valley Store,DCD,6.0,6.06,SN,2020-09-01
Bianchini's Mkt - San Carlos,DCD,565.0,813.43,PN,2020-09-01
Zanotto's - Sunnyvale,DCD,1440.0,802.51,PN,2020-09-01
Draeger's-Menlo Park,DCD,511.0,725.14,PN,2020-09-01
Petaluma Market,DCD,27.0,65.65,SN,2020-09-01
United Market - San Anselmo,DCD,890.0,1074.88,MR,2020-09-01
South City Market,PF,68.0,39.37,SN,2020-09-01
Coastside Market,DCD,174.0,172.81,PN,2020-09-01
Mollie Stone - 18th & Castro,DCD,249.0,302.98,SF,2020-09-01
Oliver's-Stony Point Rd.,DCD,8.0,12.4,SN,2020-09-01
Raley's-Santa Rosa,PF,5.0,737.546,SN,2020-09-01
Draeger's-Menlo Park,DCD,12.0,9.36,PN,2020-09-01
Woodland Gas,DCD,264.0,104.54,MR,2020-09-01
Woodlands Market,PF,492.0,291.06,MR,2020-09-01
Pelican Plaza Grocery & Deli,DCD,27.0,66.84,MN,2020-09-01
Berkeley Bowl West,DCD,192.0,207.36,EB,2020-09-01
Target - Coddingtown,PF,8.0,1401.008,SN,2020-09-01
United Market - San Anselmo,DCD,44.0,42.03,MR,2020-09-01
Oliver's-Stony Point Rd.,DCD,1268.0,1717.59,SN,2020-09-01
Woodlands Market,DCD,9.0,21.48,MR,2020-09-01
Scotty's Market,DCD,1150.0,1094.86,MR,2020-09-01
Target-San Rafael,PF,8.0,1369.718,MR,2020-09-01
Berkeley Bowl West,DCD,3880.0,2553.21,EB,2020-09-01
Safeway #1265-Yulupa Ave.,PF,8.0,716.548,SN,2020-09-01
Scotty's Market,DCD,9.0,22.68,MR,2020-09-01
Monterey Foods Market,DCD,18.0,42.97,EB,2020-09-01
United Market - San Anselmo,DCD,10631.0,10030.17,MR,2020-09-01
Petaluma Market,DCD,16.0,12.0,SN,2020-09-01
Draeger's-Menlo Park,DCD,36.0,38.88,PN,2020-09-01
Pelican Plaza Grocery & Deli,DCD,12.0,9.36,MN,2020-09-01
Scotty's Market,DCD,20.0,18.01,MR,2020-09-01
Cowgirl Creamery,DCD,153.0,56.76,MR,2020-09-01
Monterey Foods Market,DCD,30.0,38.11,EB,2020-09-01
Smart & Final - San Rafael,PF,4.0,331.04400000000004,MR,2020-09-01
Petaluma Market,DCD,849.0,1229.84,SN,2020-09-01
Rainbow Grocery,DCD,525.0,584.11,SF,2020-09-01
Scotty's Market,DCD,36.0,38.88,MR,2020-09-01
Draeger's-Menlo Park,DCD,24.0,18.0,PN,2020-09-01
Raley's-Santa Rosa,DCD,36.0,46.08,SN,2020-09-01
Oliver's-Stony Point Rd.,DCD,45.0,111.01,SN,2020-09-01
Andy's Produce - Sebastopol,DCD,40.0,30.0,SN,2020-09-01
Marinwood Market,DCD,12.0,15.24,MR,2020-09-01
Dave's Market,DCD,87.0,39.72,SN,2020-09-01
Oceana Market,DCD,18.0,44.16,PN,2020-09-01
Surf Super,DCD,2879.0,2060.36,MN,2020-09-01
Spangler's Market,DCD,2078.0,1331.34,PN,2020-09-01
Harvest Urban Mkt-8th St.,DCD,42.0,46.44,SF,2020-09-01
Oceana Market,DCD,1565.0,1277.75,PN,2020-09-01
Zanotto's - SW Expressway,DCD,439.0,448.02,PN,2020-09-01
"CVS #9480 - E. Wash., Pet.",PF,1.0,56.712,SN,2020-09-01
Andy's Produce - Sebastopol,DCD,14.0,17.79,SN,2020-09-01
Andy's Sun Valley - San Rafael,DCD,1209.0,560.01,MR,2020-09-01
Harvest Urban Mkt-8th St.,DCD,8.0,6.0,SF,2020-09-01
Spangler's Market,DCD,18.0,44.16,PN,2020-09-01
Target-Novato,PF,8.0,1242.14,MR,2020-09-01
Oliver's Market-Cotati,DCD,971.0,1313.03,SN,2020-09-01
Jenner Store,DCD,18.0,18.3,MN,2020-09-01
Safeway #2718-Strawberry,PF,9.0,1406.8940000000002,MR,2020-09-01
Safeway #933-Sebastopol,PF,5.0,758.288,SN,2020-09-01
Chevron - Strawberry,DCD,214.0,96.66,MR,2020-09-01
Food Maxx-Rohnert Park,PF,7.0,378.474,SN,2020-09-01
